Check,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,FTRH,FTRA,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTLP,ATLP,MW,HTFPS,ATFPS,HTFP,ATFP,HTWS3,HTWS5,HTLS3,HTLS5,ATWS3,ATWS5,ATLS3,ATLS5,HTGD,ATGD,DP,DFP,DLP
False,2022-05-15,Leeds,Brighton,0,0,1,0,0,3,4,7,1,35,40,1,1,1,1,1,1,1,1,1,1,20,20,37,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,3,-5,0,0
False,2022-05-15,Man United,Chelsea,0,0,1,0,0,6,5,2,0,38,40,1,1,1,1,1,1,1,1,1,1,6,1,37,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,5,-2,0,5
False,2022-05-15,Newcastle,Arsenal,0,0,1,0,0,2,0,6,4,34,34,1,1,1,1,1,1,1,1,1,1,20,5,37,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-4,0,0,15
False,2022-05-15,Southampton,Liverpool,0,0,1,0,0,2,5,4,0,35,40,1,1,1,1,1,1,1,1,1,1,8,4,37,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,5,-5,0,4
False,2022-05-15,Tottenham,Burnley,0,0,1,0,0,2,1,0,4,40,34,1,1,1,1,1,1,1,1,1,1,2,16,37,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-3,6,0,-14
False,2022-05-15,Watford,Leicester,0,0,1,0,0,3,1,4,0,37,38,1,1,1,1,1,1,1,1,1,1,17,12,37,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,1,-1,0,5
False,2022-05-15,West Ham,Man City,0,0,1,0,0,4,5,2,1,38,37,1,1,1,1,1,1,1,1,1,1,11,3,37,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,4,1,0,8
False,2022-05-15,Wolves,Norwich,0,0,1,0,0,0,0,2,8,34,34,1,1,1,1,1,1,1,1,1,1,20,20,37,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-8,0,0,0
False,2022-05-22,Arsenal,Everton,0,0,1,0,0,0,5,4,3,35,39,1,1,1,1,1,1,1,1,1,1,5,7,38,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,2,-4,0,-2
False,2022-05-22,Brentford,Leeds,0,0,1,0,0,2,3,0,7,39,36,1,1,1,1,1,1,1,1,1,1,20,20,38,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-4,3,0,0
False,2022-05-22,Brighton,West Ham,0,0,1,0,0,4,4,1,2,41,39,1,1,1,1,1,1,1,1,1,1,20,11,38,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,2,2,0,9
False,2022-05-22,Burnley,Newcastle,0,0,1,0,0,1,2,4,6,35,35,1,1,1,1,1,1,1,1,1,1,16,20,38,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,-4,0,0,-4
False,2022-05-22,Chelsea,Watford,0,0,1,0,0,5,3,0,4,41,38,1,1,1,1,1,1,1,1,1,1,1,17,38,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,-1,3,0,-16
False,2022-05-22,Crystal Palace,Man United,0,0,1,0,0,0,6,3,2,36,39,1,1,1,1,1,1,1,1,1,1,14,6,38,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,4,-3,0,8
False,2022-05-22,Leicester,Southampton,0,0,1,0,0,1,2,0,4,39,36,1,1,1,1,1,1,1,1,1,1,12,8,38,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-2,3,0,4
False,2022-05-22,Liverpool,Wolves,0,0,1,0,0,5,0,0,2,41,35,1,1,1,1,1,1,1,1,1,1,4,20,38,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,-2,6,0,-16
False,2022-05-22,Man City,Aston Villa,0,0,1,0,0,5,4,1,3,38,38,1,1,1,1,1,1,1,1,1,1,3,20,38,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,1,0,0,-17
False,2022-05-22,Norwich,Tottenham,0,0,1,0,0,0,2,8,0,35,41,1,1,1,1,1,1,1,1,1,1,20,2,38,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,2,-6,0,18
